337	632	1403	1626	1653	1701	1883	2240	2963	3008	3084	3343	4317	4472	4496	4503	4662	4664	4956	5032
871	1064	1356	1639	2335	2383	2963	3035	3128	3168	3482	3483	3561	3805	4490	4662	4790	4898	5371	5417
283	705	722	1129	1267	1384	1433	1709	1858	2963	3000	3259	3260	3616	3821	3941	4367	4662	4983	5192
30	118	209	228	322	423	517	1416	2590	2593	2837	2963	4068	4084	4092	4662	4727	4770	5078	5535
342	632	832	976	1572	1624	1648	1883	2963	3343	3354	4496	4662	4664	4688	4772	4778	4813	4986	5332
481	632	754	985	1304	1315	1403	1606	1883	2685	2963	3033	3343	3385	3419	4402	4496	4662	5033	5366
347	529	888	1260	1883	2046	2055	2359	2865	2963	3139	3187	3729	3783	3869	4084	4091	4496	4662	4677
198	490	632	1124	1592	1883	2313	2351	2429	2963	3343	3385	3807	3861	4496	4662	4664	4710	5332	5365
116	507	566	704	1433	1950	2062	2880	2963	2994	3094	3192	3220	3302	3784	3821	3958	4375	4469	4662
127	577	632	1244	1286	1883	2647	2753	2963	3089	3250	3343	3385	4001	4496	4662	4664	4680	5037	5332
196	516	881	1012	1087	1207	1883	2803	2963	3127	3290	3378	3385	4162	4229	4662	4790	4996	5332	5526
152	1157	1447	1756	1952	2335	2679	2919	2963	3098	3672	3696	4194	4530	4570	4662	4755	4990	5425	5467
