391	1433	1476	2022	2253	2268	2445	2992	3144	3241	3306	3456	3468	3926	3955	3959	4271	4310	4568	4967
293	358	671	760	1573	1724	1775	2017	2251	2689	3287	3338	3486	3698	3991	4015	4177	4590	4601	4691
393	398	953	1190	1237	1550	1880	2167	2202	2747	2754	2906	3032	3175	3307	3543	4833	4939	5032	5640
12	31	497	701	1131	1666	1751	2267	2497	3751	3792	3980	4070	4193	4456	4622	4641	5303	5306	5446
239	293	426	639	672	977	1086	1310	1555	1775	2325	2413	3380	3819	4106	4346	4711	4812	5254	5427
871	1005	1067	1300	1396	1495	1559	2199	2372	2375	2692	2700	3126	3332	3529	3535	3674	4476	4814	4944
10	154	508	897	1062	1171	1487	2319	2805	3021	3188	4202	4285	4365	4556	4650	4876	5031	5587	5725
183	284	296	373	1008	1539	2446	2470	2667	3075	4334	4689	4856	4978	5226	5234	5428	5487	5652	5732
246	1389	1524	2358	2383	2735	2893	3313	3343	3351	3386	3444	4206	4584	4642	4842	5205	5498	5553	5579
338	1150	1568	1698	1860	2257	2757	3044	3147	3170	3611	3740	3955	4187	4735	4855	5258	5667	5722	5723
213	510	1145	1333	1748	1862	1970	2363	2524	3085	3155	3774	3905	4066	4242	4619	5110	5112	5383	5610
339	400	482	585	623	1935	2176	2301	2444	2614	2647	2871	2951	3369	3549	4842	4895	4977	5026	5304
