[655, 1391, 2605, 2745, 3360, 4837, 4996, 5750, 6432, 6774, 6818, 7261, 7562, 8062, 8369, 11064, 12005, 12611, 12612, 12613]
[40, 479, 674, 824, 3136, 4839, 5372, 5899, 6070, 7092, 9993, 10053, 10126, 10584, 10676, 10816, 11166, 11311, 11665, 11998]
[554, 1416, 2994, 3556, 3722, 4192, 4503, 5589, 6220, 6273, 6883, 7520, 7894, 8509, 8542, 9315, 9840, 10704, 10879, 11714]
[125, 752, 850, 1252, 1511, 2815, 3157, 4017, 4271, 4281, 6343, 6576, 8255, 8855, 8895, 9676, 11096, 11161, 11585, 12037]
[7, 128, 170, 418, 1391, 2382, 3315, 4001, 5478, 5480, 6528, 8101, 8311, 8354, 8962, 9017, 9240, 9778, 10907, 11631]
[525, 1335, 1391, 2637, 4001, 4181, 4215, 5992, 6040, 6331, 6342, 7143, 7361, 7479, 8548, 8800, 9248, 11419, 11453, 12602]
[218, 397, 770, 2044, 2567, 2913, 3252, 3559, 3785, 4184, 4466, 4567, 4983, 5024, 7013, 7430, 9259, 11081, 11186, 12590]
[2231, 2601, 2826, 4042, 4189, 4422, 5122, 5241, 6390, 7376, 7715, 8055, 8734, 8736, 9095, 9329, 10259, 11724, 12112, 12215]
[1730, 2128, 2135, 2566, 2976, 3099, 3901, 4088, 4553, 4778, 5024, 5368, 5798, 6744, 7756, 8556, 9658, 9900, 10416, 10648]
[1724, 1807, 2830, 4588, 4837, 5968, 6002, 6365, 6774, 6775, 6818, 7235, 8369, 10781, 12573, 12611, 12612, 12613, 12615, 12616]
[689, 2865, 2992, 3488, 3917, 3943, 4076, 5157, 5369, 5958, 6046, 6464, 6550, 6757, 8742, 9024, 9099, 9316, 9761, 11639]
[518, 705, 788, 854, 1468, 1653, 3129, 3342, 4335, 4414, 4785, 7186, 7228, 7741, 9961, 10775, 11018, 11158, 11461, 11772]
[1684, 1961, 2928, 3240, 3780, 4283, 4694, 5200, 5246, 6322, 6326, 6778, 7000, 8003, 8163, 9928, 10103, 10839, 11977, 12140]
[1420, 2235, 2576, 2682, 3267, 4261, 4315, 4445, 4978, 5127, 5261, 6617, 7194, 7824, 7916, 8162, 8414, 9562, 10361, 11704]
[1724, 1806, 1807, 2830, 4837, 5750, 6365, 6697, 6774, 7235, 7239, 8369, 9147, 12573, 12578, 12611, 12612, 12613, 12615, 12616]
[127, 932, 1643, 3068, 3160, 3715, 4112, 4562, 5124, 5454, 5778, 6743, 7123, 7770, 7858, 8658, 9845, 10277, 10781, 11582]
[200, 628, 1493, 1903, 2100, 3274, 5124, 6554, 6702, 6940, 7457, 7845, 8672, 8765, 9382, 9683, 9727, 10438, 11912, 12095]
[973, 1113, 1272, 3687, 3848, 4888, 5072, 6234, 6745, 7527, 7697, 7955, 8684, 8996, 9136, 9664, 9738, 10046, 10668, 10748]
[850, 2050, 2199, 2430, 2477, 2854, 2915, 3650, 4174, 6083, 7513, 7575, 7817, 7882, 7932, 7940, 10046, 10091, 10784, 11401]
[1228, 1387, 1724, 1807, 3679, 3737, 4588, 4837, 6774, 6775, 6990, 8311, 8369, 8453, 8718, 12611, 12612, 12613, 12615, 12616]
[942, 1309, 1391, 2372, 3173, 4419, 5186, 5323, 6611, 6659, 6736, 7047, 8354, 8472, 9632, 9635, 9848, 11044, 11931, 11957]
[200, 926, 1392, 1882, 2229, 2830, 3209, 3866, 4454, 5221, 5542, 5580, 5903, 6790, 7582, 7700, 7994, 8543, 11545, 12369]
[672, 774, 1112, 1398, 2070, 2407, 2438, 3289, 3988, 6273, 7636, 8906, 8934, 9490, 9842, 10011, 10490, 10796, 11235, 11304]
[315, 397, 1263, 2194, 2815, 3598, 3641, 3670, 4001, 4918, 5222, 6553, 6775, 6924, 8073, 10023, 10610, 11241, 12348, 12576]
[]
[1205, 1397, 2906, 3201, 4628, 4700, 4775, 5164, 5294, 6382, 6463, 6807, 6916, 7531, 7616, 9267, 9651, 11314, 11548, 11917]
[488, 657, 1036, 1898, 2713, 3791, 4422, 4646, 4676, 5603, 6018, 6233, 6369, 7286, 7857, 9463, 9911, 9940, 10361, 11378]
[855, 1391, 1930, 2379, 3193, 3756, 5222, 6019, 6322, 6463, 7351, 8370, 8651, 8962, 10308, 10937, 11651, 11762, 11894, 12018]
[]
[]
